HathiTrust ID	Author	Volume Title
mdp.39015068118747	Silverberg, Robert	Valentine Pontifex
mdp.39015068793978	Alexie, Sherman	Flight
mdp.39015069173774	Shaw, Bob	Cosmic kaleidoscope
mdp.39015069253121	Stapledon, Olaf	Last and first men : a story of the near and far future
mdp.39015069332511	Reynolds, Alastair	The prefect
mdp.39015070729945	Gibson, William	Spook country
mdp.39015070756146	Aldiss, Brian	Harm
mdp.39015073378179	Russ, Joanna	Picnic on paradise
mdp.39015073668769	Banks, Iain	Matter
mdp.39015073820865	Knight, Damon	Hell's pavement
mdp.39015073888920	Morrow, James	The philosopher's apprentice
mdp.39015073951314	Baxter, Stephen	Weaver
mdp.39015073992755	Sawyer, Robert J.	Identity theft and other stories
mdp.39015075681406	Dick, Philip K.	VALIS and later novels
mdp.39015076173080	Baker, Kage	Or else my lady keeps the key
mdp.39015077146168	Cherryh, C. J.	Regenesis
mdp.39015077649880	Anderson, Kevin J.	Metal swarm
mdp.39015078775163	Priest, Cherie	Those who went remain there still
mdp.39015078790162	Theroux, Marcel	Far north
mdp.39015079288901	Dick, Philip K.	The man in the high castle
mdp.39015079355601	Westwood, Kim	The Daughters of Moab
mdp.39015080820684	Williams, Walter Jon	This is not a game
mdp.39015080836201	Reynolds, Alastair	Zima blue and other stories
mdp.39015080873352	Anderson, Poul	Rise of the Terran Empire : the Technic Civilization saga
mdp.39015080874590	Cherryh, C. J.	Conspirator : Foreigner #10
mdp.39015082657167	Card, Orson Scott	Ender in exile
mdp.39015082679633	Stross, Charles	Saturn's children
mdp.39015082682785	Anderson, Kevin J.	The ashes of worlds
mdp.39015082723266	Hamilton, Peter F.	The temporal void
mdp.39015082762439	Herbert, Brian and Kevin J. Anderson	Paul of Dune
mdp.39015084104812	Stross, Charles	Wireless
mdp.39015084108342	Baxter, Stephen	Ark
mdp.39076000644612	Norton, Andre	Judgment on Janus
mdp.39076000644620	Norton, Andre	Uncharted stars
mdp.39076001176655	L'Engle, Madeleine	A wind in the door
mdp.39076001348916	Mukherjee, Bharati	The holder of the world
mdp.39076002642440	Anthony, Piers	Race against time
mdp.39076005032995	Clarke, Arthur C.	Glide path
mdp.39076006259126	Burroughs, Edgar Rice	The pirates of Venus, and Lost on Venus; two Venus novels
mdp.49015000301383	Aldiss, Brian	Seasons in flight
mdp.49015000320532	Bisson, Terry	Fire on the mountain
mdp.49015000528811	Burroughs, Edgar Rice	A princess of Mars
mdp.49015000528936	Aldiss, Brian	Hothouse
mdp.49015000529041	Sturgeon, Theodore	More than human
mdp.49015000553447	Bishop, Michael	No enemy but time
mdp.49015000568841	Asimov, Isaac	Robots and empire
mdp.49015000590613	Card, Orson Scott	The folk of the fringe
mdp.49015000593328	Heinlein, Robert A.	The door into summer
mdp.49015000617416	Martin, George R. R.	Sandkings
mdp.49015000617523	Harrison, Harry	The Deathworld trilogy : v1
mdp.49015000670696	Campbell, John W., Jr.	Who goes there? : Seven tales of science-fiction
mdp.49015000675919	Dick, Philip K.	Dr. Bloodmoney : or, How we got along after the bomb
mdp.49015000682998	Gerrold, David	The man who folded himself
mdp.49015000704743	Lee, Tanith	Dreams of dark and light : the great short fiction
mdp.49015000719303	May, Julian	The many-colored land
mdp.49015000720988	Henderson, Zenna	Zenna Henderson's pilgrimage
mdp.49015000722596	Niven, Larry	Ringworld
mdp.49015000744988	Swanwick, Michael	In The Drift
mdp.49015000995796	Leiber, Fritz	The wanderer
mdp.49015001026310	Brunner, John	The sheep look up
mdp.49015001037275	Asimov, Isaac	Foundation and empire
mdp.49015001042838	Benford, Gregory and David Brin	Heart of the comet
mdp.49015001218222	Wyndham, John	The Midwich cuckoos
mdp.49015001218255	Wyndham, John	Consider her ways & others
mdp.49015001218263	Wyndham, John	The outward urge
mdp.49015001300590	Simak, Clifford D.	City
mdp.49015001330183	Stewart, George R.	Earth abides
mdp.49015001376525	James, P. D.	The children of men
mdp.49015001396358	Van Vogt, A. E.	Empire of the atom
mdp.49015001409755	Asimov, Isaac	Forward the foundation
mdp.49015001418822	McDonald, Ian	The broken land
mdp.49015002042977	Kress, Nancy	The aliens of earth
mdp.49015002042985	Bishop, Michael	Brittle innings
mdp.49015002141738	Wilson, Robert Charles	Mysterium
mdp.49015002164110	Harrison, Harry	The Deathworld trilogy : v2
mdp.49015002164128	Harrison, Harry	The Deathworld trilogy : v3
mdp.49015002320274	Grimwood, Ken	Into the deep
mdp.49015002329309	Anderson, Poul	Orion shall rise
mdp.49015002329457	Koja, Kathe	Strange angels
mdp.49015002381391	Henderson, Zenna	Ingathering : the complete People stories of Zenna Henderson
mdp.49015002498468	Russo, Richard Paul	Carlucci's heart
mdp.49015002517150	Vonnegut, Kurt	Cat's cradle
mdp.49015002519933	Park, Severna	The annunciate
mdp.49015002595743	Bova, Ben	Kinsman
mdp.49015002673169	Nix, Garth	Shade's children
mdp.49015002815232	Asimov, Isaac	Prelude to foundation
mdp.49015002827781	Friedman, C. S.	When true night falls
mdp.49015002834613	Tiptree, James Jr.	Up the walls of the world
mdp.49015002931849	Effinger, George Alec	Budayeen nights
mdp.49015002963750	Silverberg, Robert	Phases of the moon : stories of six decades
mdp.49015003059152	Card, Orson Scott	Children of the mind
mdp.49015003071439	Bujold, Lois McMaster	Cordelia's honor
mdp.49015003071447	Herbert, Frank	Dune
mdp.49015003132090	Heinlein, Robert A.	The cat who walks through walls : a comedy of manners
miun.acb1468.0001.001	Huxley, Aldous	Ape and essence.
miun.ahq2807.0001.001	Woolf, Virginia	Orlando; a biography
nyp.33433075746960	Shelley, Mary	The last man
nyp.33433075755011	London, Jack	The star rover.
nyp.33433105944254	Wells, H. G.	A modern Utopia
osu.32435017685082	Burroughs, Edgar Rice	The warlord of Mars
osu.32435018600130	Burroughs, Edgar Rice	The gods of Mars
osu.32435053029575	Aldiss, Brian	The canopy of time
osu.32435053306510	Brunner, John	The dreaming earth
osu.32435053307146	Budrys, Algis	The unexpected dimension
osu.32435053307195	Budrys, Algis	Some will not die : here is a tomorrow
osu.32435053307344	Budrys, Algis	False night
osu.32435053307864	Campbell, John W., Jr.	The black star passes
osu.32435053311874	Harrison, Harry	Planet of the damned
osu.32435053311890	Harrison, Harry	The stainless steel rat : a science-fiction novel
osu.32435053572764	Dick, Philip K.	The world Jones made
osu.32435054204243	Matheson, Richard	The shrinking man
osu.32435055416200	Piper, H. Beam	Little Fuzzy
osu.32435055416515	Pohl, Frederik	The abominable earthman
osu.32435055419790	Sheckley, Robert	Journey beyond tomorrow
osu.32435056556525	Wells, H. G.	The time machine, an invention
osu.32435057546228	Wilhelm, Kate	The mile-long spaceship
osu.32435059734038	Heinlein, Robert A.	Revolt in 2100 : the prophets and the triumph of reason over superstition
osu.32435059969030	Williamson, Jack	The legion of time
osu.32435060535390	Farmer, Philip José	Strange relations
osu.32435074817214	Blish, James	Galactic cluster
pst.000000015790	Aldiss, Brian	Brian Aldiss Omnibus (2) : Space, Time and Nathaniel. Non-stop. The Male Response.
pst.000000018340	De Camp, L. Sprague	The wheels of if, and other science-fiction
pst.000000083423	Norton, Andre	Trey of swords
pst.000000186520	Lewis, C. S.	Perelandra
pst.000000187442	Clarke, Arthur C.	Against the fall of night.
pst.000005477456	Watson, Ian	The embedding.
pst.000007041129	Aldiss, Brian	Perilous planets
pst.000007408274	Brackett, Leigh	The sword of Rhiannon.
pst.000009413719	Vance, Jack	Lost moons
pst.000010923580	Pohl, Frederik and C. M. Kornbluth	Venus, inc.
pst.000011604587	Crichton, Michael	The terminal man.
pst.000012674534	Compton, D. G.	The steel crocodile
pst.000012745111	Vance, Jack	Big planet
pst.000012778010	Bradley, Marion Zimmer	The house between the worlds
pst.000012778621	Anderson, Poul	Ensign Flandry
pst.000012778713	Harrison, Harry and Gordon R. Dickson	Lifeboat
pst.000013229382	Bradley, Marion Zimmer	Stormqueen!
pst.000013229429	Bradley, Marion Zimmer	Two to conquer
pst.000013229474	Bradley, Marion Zimmer	The bloody sun
pst.000013229498	Bradley, Marion Zimmer	Darkover landfall
pst.000013229504	Bradley, Marion Zimmer	Star of danger
pst.000013229559	Dick, Philip K.	We can build you
pst.000013229702	Van Vogt, A. E.	The gryb
pst.000013229719	Vance, Jack	The languages of Pao
pst.000013229740	Heinlein, Robert A.	Citizen of the galaxy
pst.000013408435	Atwood, Margaret	The handmaid's tale
pst.000013669980	Miller, Walter M., Jr.	A canticle for Leibowitz
pst.000013792558	Watson, Ian	The very slow time machine
pst.000014486920	Heinlein, Robert A.	Tunnel in the sky
pst.000014940132	Harrison, Harry	Bill, the galactic hero
pst.000015004468	Norton, Andre	Android at arms
pst.000016395053	Asimov, Isaac	Nemesis
pst.000017107600	Herbert, Frank	Dune messiah
pst.000017775953	Aldiss, Brian	The male response
pst.000017857178	Bujold, Lois McMaster	Vorkosigan's game
pst.000017895262	Anderson, Kevin J. and Doug Beason	Lifeline
pst.000018452310	Christopher, John	The guardians
pst.000019919287	Sterling, Bruce	Islands in the net
pst.000020730109	Burroughs, Edgar Rice	Llana of Gathol and John Carter of Mars
pst.000020730116	Vinge, Joan D.	Fireship
pst.000021111570	Dickson, Gordon R.	Lost Dorsai
pst.000021219610	Burroughs, Edgar Rice	Beyond the farthest star
pst.000021311574	Aldiss, Brian	Man in his time : the best science fiction stories of Brian W. Aldiss.
pst.000021387128	Dickson, Gordon R.	Hour of the Horde
pst.000021387913	Dickson, Gordon R.	Naked to the stars
pst.000021518379	Niven, Larry and Steven Barnes	The California voodoo game
pst.000021680403	Pohl, Frederik	Beyond the blue event horizon
pst.000021689758	Simak, Clifford D.	Highway of eternity
pst.000021753299	Niven, Larry, Jerry Pournelle, and Steven Barnes	The legacy of Heorot
pst.000021809019	Sturgeon, Theodore	The dreaming jewels ; The cosmic rape ; Venus plus X
pst.000021812668	Steele, Allen	Orbital decay
pst.000021815157	Anderson, Poul	Annals of the time patrol : the guardians of time; and time patrolman
pst.000021946516	Dick, Philip K.	We can remember it for you wholesale
pst.000022188977	Haldeman, Joe	Hemingway hoax
pst.000022189158	Herbert, Brian	The garbage chronicles : being an account of the adventures of Tom Javik and Wizzy Malloy in the faraway land of catapulted garbage
pst.000022355218	Gibson, William	Neuromancer
pst.000022830753	Wells, H. G.	Star-begotten
pst.000022843906	Wilson, Robert Charles	The harvest
pst.000023121232	Anthony, Piers	Juxtaposition
pst.000024653916	Heinlein, Robert A.	The rolling stones
pst.000025687200	Bradley, Marion Zimmer	Thendara house
pst.000025986976	Van Vogt, A. E.	Earth factor X
pst.000026021102	Benford, Gregory	Across the sea of suns
pst.000026087894	Wells, H. G.	The world set free
pst.000026189895	Simmons, Dan	Hyperion cantos
pst.000026190907	Anderson, Poul	A knight of ghosts and shadows
pst.000026251400	Shaw, Bob	The Ceres solution
pst.000026522340	Van Vogt, A. E.	The players of Null-A
pst.000026638003	Anderson, Kevin J. and Doug Beason	Virtual destruction
pst.000027212882	L'Engle, Madeleine	A wrinkle in time
pst.000027734902	Vonnegut, Kurt	Slaughterhouse-five; or, The children's crusade : a duty-dance with death.
pst.000029136407	Vonnegut, Kurt	The sirens of Titan.
pst.000029273980	Pohl, Frederik and C. M. Kornbluth	The space merchants
pst.000030169975	Norton, Andre	No night without stars
pst.000031166706	Bradbury, Ray	The Martian chronicles
pst.000031216449	Duane, Diane	My enemy, my ally
pst.000032241167	Adams, Douglas	Life, the universe, and everything
pst.000032609622	Heinlein, Robert A.	The green hills of earth
pst.000043295043	Anderson, Poul and Gordon R. Dickson	Hoka! Hoka! Hoka!
pst.000043295531	Lem, Stanisław	Peace on Earth
pst.000043872435	Smith, E. E.	Children of the Lens
pst.000043872565	Smith, E. E.	Galactic patrol
pst.000044164966	Wells, H. G.	The sleeper awakes
pst.000044255312	Smith, E. E.	First Lensman
pst.000045141447	L'Engle, Madeleine	Many waters
pst.000045148910	McCaffrey, Anne	Damia's children
pst.000046969507	Hubbard, L. Ron	The enemy within
pst.000050247585	Clarke, Arthur C.	The sentinel
pst.000050321674	Norton, Andre	The crystal gryphon
pst.000053671059	Christopher, John	When the Tripods came
pst.000053892157	Silverberg, Robert	Star of Gypsies
pst.000053928733	Christopher, John	The city of gold and lead
pst.000053928764	Christopher, John	The White Mountains
pst.000054711426	Delany, Samuel R.	The fall of the towers
pst.000057221298	Varley, John	Mammoth
pst.000058048559	Heinlein, Robert A.	The day after tomorrow
pst.000059701873	Harrison, Harry	Make room! Make room!
pst.000061516960	Bradley, Marion Zimmer and Deborah J. Ross	The Alton gift
pst.000061658905	Varley, John	Demon
pst.000061659049	Van Vogt, A. E.	The world of Null-A
pst.000061659094	Lem, Stanisław	Star diaries
pst.000061659551	Effinger, George Alec	When gravity fails
pst.000066152552	Heinlein, Robert A.	Starship troopers
pst.000066163275	Asimov, Isaac	Foundation
pst.000066163282	Asimov, Isaac	I, robot
pst.000067168613	Bacigalupi, Paolo	The windup girl
pst.000068121068	Ballard, J. G.	Crash
pst.000068130633	Lem, Stanisław	The Futurological Congress (from the memoirs of Ijon Tichy)
pst.000068149192	De Camp, L. Sprague	Lest darkness fall
uc1.$b120176	Moore, Ward	Greener than you think.
uc1.$b245240	Tucker, Wilson	The Lincoln hunters.
uc1.$b286517	Lewis, C. S.	That hideous strength; a modern fairy-tale for grownups.
uc1.$b286521	Wells, H. G.	The war in the air
uc1.$b312576	Stapledon, Olaf	The flames, a fantasy.
uc1.$b404260	Lafferty, R. A.	The devil is dead
uc1.$b404268	Lafferty, R. A.	The reefs of earth
uc1.$b451142	Merril, Judith	Daughters of Earth; three novels.
uc1.$b604952	Lewis, C. S.	Out of the silent planet.
uc1.31175033855811	Wells, H. G.	The war of the worlds
uc1.32106001607362	Strugatsky, Arkady and Boris Strugatsky	Far rainbow
uc1.32106001607370	Strugatsky, Arkady and Boris Strugatsky	The ugly swans
uc1.32106001693354	Simak, Clifford D.	The worlds of Clifford Simak.
uc1.32106001959946	Wells, H. G.	The food of the gods and how it came to earth,
uc1.32106002015425	Stapledon, Olaf	Darkness and the light
uc1.32106002023783	Aldiss, Brian	Earthworks
uc1.32106002023809	Aldiss, Brian	Frankenstein unbound
uc1.32106002093380	Burroughs, Edgar Rice	Three Martian novels: Thuvia, maid of Mars. The chessmen of Mars. The master mind of Mars.
uc1.32106002151774	Van Vogt, A. E.	The secret galactics
uc1.32106002152517	Sturgeon, Theodore	Caviar,
uc1.32106002159686	Anderson, Poul	Homeward and beyond
uc1.32106002161534	Bester, Alfred	The light fantastic
uc1.32106002161542	Bester, Alfred	Star light, star bright
uc1.32106002186010	Russ, Joanna	The two of them
uc1.32106005109753	Norton, Andre	Gryphon in glory
uc1.32106005323297	Moorcock, Michael	The entropy tango : a comic romance
uc1.32106005888059	Dickson, Gordon R.	The far call
uc1.32106006207630	Heinlein, Robert A.	Methuselah's children.
uc1.32106006603176	Aldiss, Brian	Enemies of the system : a tale of homo uniformis
uc1.32106006727876	Norton, Andre	'Ware hawk
uc1.32106006839184	Pohl, Frederik	Heechee rendezvous
uc1.32106006995556	Delany, Samuel R.	The jewels of Aptor
uc1.32106007071217	Lem, Stanisław	Memoirs found in a bathtub
uc1.32106007115337	Lem, Stanisław	Tales of Pirx the pilot
uc1.32106007119784	Asimov, Isaac	Pebble in the sky
uc1.32106007159996	Russ, Joanna	The Zanzibar cat
uc1.32106007171835	Herbert, Frank	Children of Dune
uc1.32106007176867	Silverberg, Robert	The conglomeroid cocktail party
uc1.32106007696336	Pohl, Frederik and C. M. Kornbluth	Wolfbane
uc1.32106007711614	Bova, Ben	Orion
uc1.32106007983098	Herbert, Frank	Heretics of Dune
uc1.32106008073287	Elgin, Suzette Haden	Yonder comes the other end of time
uc1.32106008073303	Elgin, Suzette Haden	Star-anchored, star-angered
uc1.32106008566652	Mitchison, Naomi	Memoirs of a spacewoman
uc1.32106008842756	Delany, Samuel R.	Triton
uc1.32106009087138	Herbert, Frank	God Emperor of Dune
uc1.32106009095875	Varley, John	Wizard
uc1.32106009338549	Herbert, Frank	Chapter house, Dune
uc1.32106009743425	Heinlein, Robert A.	Red planet
uc1.32106010189048	Varley, John	Steel beach
uc1.32106010190301	Arnason, Eleanor	Changing women
uc1.32106010337274	Tepper, Sheri S.	Grass
uc1.32106010372289	Tepper, Sheri S.	Raising the stones
uc1.32106010438106	King, Stephen	The tommyknockers
uc1.32106010566989	Heinlein, Robert A.	Job, a comedy of justice
uc1.32106010637020	Varley, John	Blue champagne
uc1.32106010740675	May, Julian	Jack the bodiless : a novel
uc1.32106010905138	Heinlein, Robert A.	The man who sold the moon.
uc1.32106010984570	Heinlein, Robert A.	Time enough for love, the lives of Lazarus Long
uc1.32106011012835	Dick, Philip K.	I hope I shall arrive soon
uc1.32106011376040	Dick, Philip K.	The divine invasion
uc1.32106011762256	Vonarburg, Elisabeth	The silent city
uc1.32106012650088	Dick, Philip K.	Galactic pot-healer
uc1.32106012732845	Simak, Clifford D.	Way station
uc1.32106012733827	Tiptree, James Jr.	Her smoke rose up forever : the great years of James Tiptree, Jr.
uc1.32106012733850	Smith, Cordwainer	Norstrilia
uc1.32106012870439	Blish, James	A case of conscience
uc1.32106012964117	Clarke, Arthur C.	Rendezvous with Rama
uc1.32106012999584	Jeter, K. W.	Blade Runner 2 : the edge of human
uc1.32106013034282	Greenland, Colin	Take back plenty
uc1.32106013093601	Dick, Philip K.	Martian time-slip
uc1.32106013120784	Gentle, Mary	The architecture of desire
uc1.32106013136855	Lem, Stanisław	His master's voice
uc1.32106013261778	Arnason, Eleanor	In the light of Sigma Draconis
uc1.32106013752057	Hand, Elizabeth	Glimmering
uc1.32106013799322	Williams, Walter Jon	City on fire
uc1.32106014246224	Bradley, Marion Zimmer	The best of Marion Zimmer Bradley
uc1.32106014290040	Cadigan, Pat	Fools
uc1.32106014402207	Heinlein, Robert A.	To sail beyond the sunset : the life and loves of Maureen Johnson (being the memoirs of a somewhat irregular lady)
uc1.32106014483108	Leiber, Fritz	The big time
uc1.32106014549320	Moffett, Judith	Time, like an ever-rolling stream : a sequel to The ragged world
uc1.32106014552639	Delany, Samuel R.	The ballad of beta 2
uc1.32106014626953	Anthony, Patricia	God's fires
uc1.32106014650904	Cadigan, Pat	Patterns : stories
uc1.32106014905522	Anderson, Poul	The earth book of Stormgate
uc1.32106014905779	Anthony, Piers	Out of Phaze
uc1.32106014945080	Friedman, C. S.	This alien shore
uc1.32106015190207	Tepper, Sheri S.	A plague of angels
uc1.32106015297291	Brin, David	Otherness
uc1.32106015482331	Tepper, Sheri S.	Shadow's end
uc1.32106015581728	Anthony, Patricia	Flanders
uc1.32106015587949	Adams, Douglas	The hitchhiker's guide to the galaxy
uc1.32106016094416	Lem, Stanisław	The cyberiad : fables for the cybernetic age
uc1.32106016129139	Herbert, Frank	The white plague
uc1.32106016178466	Sterling, Bruce	Holy fire
uc1.32106016251792	Dick, Philip K.	Time out of joint
uc1.32106016473529	Zelazny, Roger	To die in Italbar
uc1.32106016538131	Bujold, Lois McMaster	Falling free
uc1.32106016605047	Bester, Alfred	Virtual unrealities : the short fiction of Alfred Bester
uc1.32106016780311	Murakami, Haruki	Hard-boiled wonderland and the end of the world : a novel
uc1.32106017218352	Cadigan, Pat	Synners
uc1.32106017384022	Fowler, Karen Joy	Sarah Canary
uc1.32106017551539	Asimov, Isaac	Second foundation
uc1.32106017948115	Heinlein, Robert A.	Time for the stars.
uc1.32106018079811	Sladek, John	The complete Roderick
uc1.32106018249018	Dick, Philip K.	The zap gun
uc1.32106018268091	Piercy, Marge	Woman on the edge of time
uc1.32106018320967	Anderson, Poul	A midsummer tempest.
uc1.32106018321072	Herbert, Frank	The ascension factor
uc1.32106018973146	Dick, Philip K.	A scanner darkly
uc1.32106019118618	Delany, Samuel R.	Dark reflections
uc1.b2801236	Budrys, Algis	The furious future.
uc1.b2838670	Clement, Hal	Small changes
uc1.b3184615	Burroughs, Edgar Rice	Carson of Venus
uc1.b3184701	Williamson, Jack	The Humanoids
uc1.b3186573	Verne, Jules	From the earth to the moon : All around the moon
uc1.b3435509	Christopher, John	The world in winter
uc1.b3435510	Christopher, John	The year of the comet ...
uc1.b3435511	Christopher, John	The pool of fire.
uc1.b3435513	Christopher, John	The lotus caves.
uc1.b3451496	Pangborn, Edgar	The judgment of Eve
uc1.b3462023	Harrison, Harry	The Daleth effect; a science fiction novel.
uc1.b3462688	Spinrad, Norman	Child of fortune
uc1.b3467256	Anthony, Piers	With a tangled skein
uc1.b3467600	Tucker, Wilson	The long loud silence.
uc1.b3469225	Strugatsky, Arkady and Boris Strugatsky	Noon, 22nd century
uc1.b3472503	Brunner, John	The whole man.
uc1.b3475644	Brunner, John	Foreign constellations : the fantastic worlds of John Brunner.
uc1.b3539945	Verne, Jules	The purchase of the North Pole
uc1.b3687703	Frank, Pat	Mr. Adam
uc1.b3739770	Aldiss, Brian	Helliconia summer
uc1.b3750451	Vercors	You shall know them
uc1.b3751296	Vercors	Sylva
uc1.b3759962	Wells, H. G.	The dream
uc1.b3759971	Wells, H. G.	Men like gods
uc1.b3860559	Simak, Clifford D.	Mastodonia
uc1.b3860560	Simak, Clifford D.	Project Pope
uc1.b3861627	Brackett, Leigh	The long tomorrow
uc1.b3862844	Dickson, Gordon R.	Ancient, my enemy
uc1.b3862854	Effinger, George Alec	The wolves of memory
uc1.b3865802	Aldiss, Brian	Galaxies like grains of sand
uc1.b3865868	Compton, D. G.	The unsleeping eye
uc1.b3865869	Compton, D. G.	Ascendancies
uc1.b3870837	Silverberg, Robert	Beyond control; seven stories of science fiction
uc1.b3884191	Pohl, Frederik	Man plus
uc1.b3885961	Budrys, Algis	Rogue Moon
uc1.b4088072	Christopher, John	Empty world
uc1.b4088181	Christopher, John	The prince in waiting.
uc1.b4098281	Clarke, Arthur C.	Dolphin Island; a story of the people of the sea.
uc1.b4098574	Norton, Andre	The stars are ours!
uc1.b4355109	McIntyre, Vonda N.	The exile waiting.
uc1.b4368486	Spinrad, Norman	Songs from the stars
uc1.b4432477	Bova, Ben	Voyagers
uc1.b4437609	Grimwood, Ken	Breakthrough
uc1.b4439673	Harness, Charles L.	The paradox men
uc1.b4446302	Harrison, Harry	Skyfall.
uc1.b4446373	Herbert, Brian	Sudanna, sudanna
uc1.b4450205	Williamson, Jack	The humanoid touch
uc1.b4463156	Knight, Damon	The world and Thorinn
uc1.b4463204	Lafferty, R. A.	Okla Hannali
uc1.b4582677	Watson, Ian	Deathhunter
uc1.b4929413	Lem, Stanisław	The chain of chance
uc1.b4948763	Van Vogt, A. E.	Cosmic encounter
uc1.b4949047	Turner, George	Beloved son
uc1.b4949048	Turner, George	Yesterday's men
uc1.b4950843	Spinrad, Norman	The Void Captain's tale
uc1.b4951156	Van Vogt, A. E.	Slan
uc1.b4951168	Williamson, Jack	Lifeburst
uc1.b4951323	McIntyre, Vonda N.	Dreamsnake
uc1.b4951600	Wilhelm, Kate	The infinity box
uc1.b4951639	Effinger, George Alec	Mixed feelings
uc1.b4951772	Disch, Thomas M.	On wings of song
uc1.b4973130	Shepard, Lucius	Life during wartime
uc1.b4973185	Williams, Walter Jon	Hardwired
uc1.b4974543	Moorcock, Michael	Casablanca
uc1.b4975732	Hubbard, L. Ron	The invaders plan
uiug.30112048596446	Abbott, Edwin Abbott	Flatland: a romance of many dimensions
uva.x030580544	London, Jack	Before Adam
